site,id,keyword,page,title,price,original_price,discount_percent,rating,review_count,bought_past_month,is_new,shop,shop_age_years,is_ad,is_bestseller,free_shipping,url
amazon,B0B21ZM7LJ,baby christmas gifts,1,"Infinno Wrist Rattles and Foot Finder Socks Set, Baby Toys for 0-12 Months | Soft crinkle textures, encourages reaching and kicking, garden bug characters, newborn shower gift, boys and girls",9.99,12.98,,4.7,,20000,False,,,False,False,,https://www.amazon.com/dp/B0B21ZM7LJ
amazon,B0BDSN35RQ,baby christmas gifts,1,"Pearhead Wooden Christmas Tree Stacking Toy Set, Holiday Toys for Toddlers",14.99,59.99,,4.4,274,50,False,,,False,False,,https://www.amazon.com/dp/B0BDSN35RQ
amazon,B0CFVF8P2Q,baby christmas gifts,1,"Soft Baby Book with Touch and Feel Pages - Cute Sensory Toy for Babies | For Ages 0-6, 6-12 and 12-18 Months with Mirror and Crinkle Paper - Busy Book for Showers, Newborn or Infant Gift",9.99,15.99,,4.7,,4000,False,,,False,False,,https://www.amazon.com/dp/B0CFVF8P2Q
amazon,B0C7LFS66D,baby christmas gifts,1,"My First Christmas Soft, Crinkle Activity Book with Silicone Teether and Travel Strap, Santa, Green (5 1/2 inch Square)",9.99,,,4.8,216,,False,,,False,False,,https://www.amazon.com/dp/B0C7LFS66D
amazon,B07DM86Z43,baby christmas gifts,1,"Baby Einstein Sea Dreams Soother Musical Crib Toy and Sound Machine, Newborn and up",35.99,,,4.6,,10000,False,,,False,False,,https://www.amazon.com/dp/B07DM86Z43
amazon,B0CZCFWZ3H,baby christmas gifts,1,"Bright Starts Pop 'N Sit Portable Booster, Indoor/Outdoor Use, Floor Seat with Feeding Tray, Pink, 6 Mos - 3 Yrs",22.88,,,4.5,,4000,False,,,False,False,,https://www.amazon.com/dp/B0CZCFWZ3H
amazon,B0BTBV51KY,baby christmas gifts,1,"iPlay, iLearn Baby Press to Go Car Toys for Toddlers 1-3, 1 Yr Old Boy Gift | Infant Play Vehicle Set, Push Go Friction Car, Montessori Toy for 6-9-12-18 Months, 1st Birthday Gifts for 1-2 Years Old Girl",16.14,,,4.8,,10000,False,,,False,False,,https://www.amazon.com/dp/B0BTBV51KY
amazon,B09XHGG4B8,baby christmas gifts,1,"Yeeeasy Tummy Time Water Mat丨Inflatable Tummy Time Water Play Mat for Babies, Infants and Toddlers 3 to 24 Months Promote Development Toys Baby Toys essentials and Gifts",12.99,,,4.4,,,False,,,False,False,,https://www.amazon.com/dp/B09XHGG4B8
amazon,B09PDPYC2T,baby christmas gifts,1,"Hunfur Interactive Dancing Talking Cactus Toy, Repeat What You Say | Singing Recording with LED Lights, Sensory Development & Motor Skill Building, Birthday Gift for Boy Girl",19.99,,,,,6000,False,,,False,False,,https://www.amazon.com/dp/B09PDPYC2T
amazon,B0CJ5HJB37,baby christmas gifts,1,"Hooku 2 Pack Silicone Teething Toys for Babies 0-6 Months, Teethers for Babies 6-12 Months, Remote Teether for Baby, Sensory Toys for Babies, Baby Chew Toys KLW8808",9.99,,,4.7,,8000,False,,,False,False,,https://www.amazon.com/dp/B0CJ5HJB37
amazon,B0CT2Q5XXD,baby christmas gifts,1,"LiKee Strong Suction Cup Fidget Rotating Sensory Bath Toys for Baby Christmas Stocking Stuffers, Airplane Car Travel Table & Window Toys for Toddler Boys and Girls, 10+ Months",8.9,,,4.7,,5000,False,,,False,False,,https://www.amazon.com/dp/B0CT2Q5XXD
amazon,B0012V3OOU,baby christmas gifts,1,"Pearhead Babyprints Newborn Baby Handprint or Footprint Keepsake Ornament Kit, Perfect Holiday Keepsake or Gift (Holiday) | Baby Handprint or Footprint Clay Ornament Kit, Keepsake Impression, No-Bake, Gender-Neutral",10.99,,,4.1,,50,False,,,False,False,,https://www.amazon.com/dp/B0012V3OOU
amazon,B08GLLDSNQ,baby christmas gifts,1,"KeaBabies Baby Hand and Footprint Kit, Clay Keepsake Frame (Alpine White) | Quick Dry Handprint and Footprints, Newborn Nursery Picture Frame, Personalized New Mom Gifts for Baby First Christmas Shower",19.96,,,4.7,,3000,False,,,False,False,,https://www.amazon.com/dp/B08GLLDSNQ
amazon,B00X22CZAG,baby christmas gifts,1,Hudson Baby Unisex Baby Plush Animal Face Bathrobe,13.99,,,4.8,,,False,,,False,False,,https://www.amazon.com/dp/B00X22CZAG
amazon,B09SPF3R7W,baby christmas gifts,1,"hahaland Baby Books 0-6 Months,Infant Tummy Time Toy Sensory Toys | 6 to 12 Months Touch Feel Book Travel Toy Gifts for Boy Girl 0-3 Month Baby Shower Birthday Easter Basket Stuffers 1PCS",12.99,14.99,,4.8,,3000,False,,,False,False,,https://www.amazon.com/dp/B09SPF3R7W
amazon,B0FKF674ZG,baby christmas gifts,1,"Infantino My 1st Tumbler Silicone Sippy Cup, Christmas Tree, Straw Cup, 9oz | Sip, carry, repeat. Easy-to-hold silicone tumbler. Leak-resistant straw for little sippers on the go",6.02,,,4.6,637,50,False,,,False,False,,https://www.amazon.com/dp/B0FKF674ZG
amazon,B0DCP1ZRS3,baby christmas gifts,1,"URMYWO Tummy Time Mirror Toys, High Contrast Baby Toys for Newborn | Visual Stimulation Black and White Baby Toys, Sensory Crinkle Book Toy for Infant 0-3-6-12 Months, Boy Girl Shower Gifts",13.99,,,4.7,,6000,False,,,False,False,,https://www.amazon.com/dp/B0DCP1ZRS3
amazon,B09P9HNXTM,baby christmas gifts,1,"Fisher-Price Baby’s First BlocksToy Set, Navy Fawn | Stacking Toy, 10 Shapes & Storage Bucket, Sorting Play, Infants Ages 6+ Months (Amazon Exclusive)",11.87,,,4.8,,2000,False,,,False,False,,https://www.amazon.com/dp/B09P9HNXTM
amazon,B07MPCCDM7,baby christmas gifts,1,Baby Einstein 4-in-1 Kickin' Tunes Music and Language Play Gym and Piano Tummy Time Activity Mat,49.99,,,4.7,,9000,False,,,False,False,,https://www.amazon.com/dp/B07MPCCDM7
amazon,B0F3XF1SH8,baby christmas gifts,1,"Joyreal Wooden Noah's Ark Toy for 1 Year Old Baby Boy and Girl Baptism Gift | Neutral Color, Montessori Educational Toy, Animal Shape Sorter, Christian Toys for Toddler 1-3, Christmas Birthday Gift",32.99,,,4.7,430,3000,False,,,False,False,,https://www.amazon.com/dp/B0F3XF1SH8
amazon,B0CBQV2FBV,baby christmas gifts,1,"Fisher-Price Baby & Toddler Toy Laugh & Learn Coffee Mug Musical Activity with Lights & Educational Songs for Infants Ages 6+ Months | Pretend Cup, Educational Music & Lights, Busy Activities, Infants & Toddlers Ages 6+ Months",9.99,10.79,,4.8,,400,False,,,False,False,,https://www.amazon.com/dp/B0CBQV2FBV
amazon,B0D2VQV6N2,baby christmas gifts,1,"iPlay, iLearn 4PCS Baby Gym Rattle Toys, Newborn Shower Gifts 3-6-9 Months | Infant Sensory Teething Rattles, Babies Weight Set w/Dumbbell, Toddler Carseat Toy, First Birthday Gifts 4 5 7 8 10 12 Month",9.99,,,4.8,832,1000,False,,,False,False,,https://www.amazon.com/dp/B0D2VQV6N2
amazon,B07N1JP56L,baby christmas gifts,1,FISHER-PRICE BABY Toy Soothe 'n Snuggle Otter Portable Plush Sound Machine with Music Lights & Breathing Motion for Newborns 0+ Months,36.79,,,4.7,,5000,False,,,False,False,,https://www.amazon.com/dp/B07N1JP56L
amazon,B0DVVRSKCM,baby christmas gifts,1,"Kids Preferred Elf Soft Book - Peek-a-Boo Flap, Crinkle, BPA Free Teether Corner, On-The-Go Clip, Colorful Pages, Ages 0 Months and up, 5 in",7.99,,,4.8,5,,False,,,False,False,,https://www.amazon.com/dp/B0DVVRSKCM
amazon,B0DGLCPPF4,baby christmas gifts,1,"kecristv Montessori Toys for 1 2 Year Old Girl and Boy Birthday Gifts | Toddler Toys 1-2 2-3, Shape Sorter, Wooden Block, Learning Educational Sensory Stacking Toy, Toddler Puzzles, Birthday Gifts",9.99,,,4.6,,6000,False,,,False,False,,https://www.amazon.com/dp/B0DGLCPPF4
amazon,B0CSFBGQJP,baby christmas gifts,1,"hahaland Montessori Toys for 1 Year Old Boy Girl Birthday Gift-Fishing Game | 10 in 1 Cloth Fishing Toys Toddler Toys with Stacking Cups-Number Counting, Color Sorting Learning Gifts Christmas Birthday",21.98,36.99,,4.7,,6000,False,,,False,False,,https://www.amazon.com/dp/B0CSFBGQJP
amazon,B0DBQLY5NS,baby christmas gifts,1,"JoyCat Sensory Beehive Toy with 5 Bees for Babies 6-12 Months, Shower Gift | Little hands can grab, shake, hide, and place soft bees back in the hive for rattle, crinkle, and mirror play",20.24,,,4.9,,2000,False,,,False,False,,https://www.amazon.com/dp/B0DBQLY5NS
amazon,B07B6ZN7P8,baby christmas gifts,1,LeapFrog Learning Friends 100 Words Book,19.97,24.99,,4.8,,10000,False,,,False,False,,https://www.amazon.com/dp/B07B6ZN7P8
amazon,B0FH9VNQZW,baby christmas gifts,1,"Dancing Squid Baby Toys, Tummy Time Toys, Birthday Gift for Toddler Age 1-3 | Crawling Octopus with Music & Light, Mute Mode & Type-C Charging, 3-in-1 Play Modes, Toy for Babies 6 9 12 24 36 Months",9.99,19.99,,4.0,234,1000,False,,,False,False,,https://www.amazon.com/dp/B0FH9VNQZW
amazon,B07XC6YCC5,baby christmas gifts,1,"Infinno Inflatable Tummy Time Water Mat, Baby Sensory Toys 3-24 Months | Leakproof play surface, builds neck and core strength, fills and drains fast, portable design, easy travel",13.99,,,4.4,,10000,False,,,False,False,,https://www.amazon.com/dp/B07XC6YCC5
amazon,B00MYWGTGQ,baby christmas gifts,1,"Melissa & Doug K’s Kids, Flip Fish Stuffed Animal, Soft Baby Book, Multi-Textured Squeaking & Crinkling Infant Sensory Toys for Babies with Baby Mirror, Tummy Time Toys for Infants Ages 0–9 Months",15.97,26.99,,4.8,,6000,False,,,False,False,,https://www.amazon.com/dp/B00MYWGTGQ
amazon,B07HJ89ZL8,baby christmas gifts,1,"Bright Starts Oball Easy-Grasp Baby Rattle Ball, Pink, Ages Newborn and Up, 4 Inches",6.5,,,4.8,,6000,False,,,False,False,,https://www.amazon.com/dp/B07HJ89ZL8
amazon,B08GJJ4JWG,baby christmas gifts,1,"Bloobloomax Wrist Rattle Socks and Foot Finder Set, Baby Girl Boy Toys | Sensory Toys for Infant 0-36 Months, Newborn Hand & Foot Toys for 0 to 3 Years, Baby Shower Present Basket Stuffer",8.95,14.95,,4.6,,2000,False,,,False,False,,https://www.amazon.com/dp/B08GJJ4JWG
amazon,B00I3K25R0,baby christmas gifts,1,"Munchkin® Float & Play Bubbles™ Baby and Toddler Bath Toy, 4 Count",8.95,9.99,,4.8,,9000,False,,,False,False,,https://www.amazon.com/dp/B00I3K25R0
amazon,B082V4DS8J,baby christmas gifts,1,"Lhedon Taco Blanket Baby Tortilla Blanket Burrito Swaddle 0-9 Months | Baby essentials blanket with 285 GSM soft flannel, ideal for nursery, stroller and travel, featuring a cute photo prop design",19.99,,,4.7,,1000,False,,,False,False,,https://www.amazon.com/dp/B082V4DS8J
amazon,B0F2HRNW75,baby christmas gifts,1,"hahaland Baby Toys 6-12 Months, Surprise Barn Farm Animals with Sounds Word | 6PCS Farm Toys Montessori Toys for 6 Month Old Baby Gifts Toddlers Christmas Birthday Gift 1 Year Old Boy Girl Gifts",25.49,32.99,,4.4,,3000,False,,,False,False,,https://www.amazon.com/dp/B0F2HRNW75
amazon,B0DBHD9QV1,baby christmas gifts,1,"Yurhap Checkered Baby Blanket Fleece Baby Blankets for Boys, Ultra Soft Cozy Fluffy Infant Toddler Newborn Receiving Blankets for Crib Stroller, 30''x40'', Blue",7.99,,,4.7,,6000,False,,,False,False,,https://www.amazon.com/dp/B0DBHD9QV1
amazon,B07PGMVVC2,baby christmas gifts,1,"Pro Goleem Elephant Security Blanket, Soft Lovey Unisex Lovie Baby Gifts for Boys and Girls Snuggle Toy Stuffed Animal Newborn Essentials and Items Grey 16 Inch",9.98,13.99,,4.8,,8000,False,,,False,False,,https://www.amazon.com/dp/B07PGMVVC2
amazon,B06WV7VBY5,baby christmas gifts,1,"VTech Pop-a-Balls Push and Pop Bulldozer, Yellow",24.9,29.99,,4.7,,6000,False,,,False,False,,https://www.amazon.com/dp/B06WV7VBY5
amazon,B0BLMF98S8,baby christmas gifts,1,"Gamfeiny Colorful Lighting Baby Balance Bike Toys for 1 Year Old Boy Girl Gifts, 10-36 Month Toddler Balance Bike, No Pedal 4 Silence Wheels & Soft Seat First Riding on Toys, 1st Birthday Gifts",32.99,,,4.7,,4000,False,,,False,False,,https://www.amazon.com/dp/B0BLMF98S8
amazon,B0CJRKHYRJ,baby christmas gifts,1,"Rain Stick Montessori Baby Toys for 6-12 Months 1 Year Old, Wooden Rainmaker Infant Musical Sensory Toy, Baby Shower Gift for Newborn Toddler Boys Girls, 7.7""",14.99,,,4.6,882,3000,False,,,False,False,,https://www.amazon.com/dp/B0CJRKHYRJ
amazon,B0DZ65RJSP,baby christmas gifts,1,"Busy Board with LED Light Switches, Montessori Toys for 1 2 3 Years Old, Toddlers Wooden Toy Sensory Activity Board, Travel Toys for 1+ Year Old Boy & Girl Birthday Gift",22.99,,,4.4,,8000,False,,,False,False,,https://www.amazon.com/dp/B0DZ65RJSP
amazon,B0BGN2HQHH,baby christmas gifts,1,"Kikidex Magnetic Drawing Board, Toddler Girl Toys for 1-3 Year Old, Doodle Board Pad Learning and Educational Toys for 1 2 3 Year Old Baby Kids Birthday Gift (Soft Pink)",23.59,,,4.5,,9000,False,,,False,False,,https://www.amazon.com/dp/B0BGN2HQHH
amazon,B087D97N58,baby christmas gifts,1,"ArtCreativity Bubble Lawn Mower for Toddlers 1-3, Bubble Machine for 1-Year-Old Girl Gifts, Toddler Outdoor Toys for 2-Year-Old Girl Birthday Gift, Push Summer Gardening Toys for Toddlers Age 1 2 3 +",22.54,26.99,,4.3,,7000,False,,,False,False,,https://www.amazon.com/dp/B087D97N58
amazon,B08X1YQ2N9,baby christmas gifts,1,"ALASOU Suction Cup Spinner Airplane Travel Toys for 1 Year Old Boy Girl | Spinning Top 12 18 Months,1 2 Year Old Boy Birthday Gift,Baby Bath Toy for Kids Ages 1-3,Sensory Toy for Infant Toddlers",9.99,12.99,,4.7,,10000,False,,,False,False,,https://www.amazon.com/dp/B08X1YQ2N9
amazon,B0CYT85XT6,baby christmas gifts,1,"Play-Act Learning Toys for 1 2 3 Years Old, Counting, Matching & Sorting Montessori Learning Farm Train Including 9 Farm Animals, Birthday Gift for Baby Boys Girls",21.99,,,4.6,,7000,False,,,False,False,,https://www.amazon.com/dp/B0CYT85XT6
amazon,B086C12NTG,baby christmas gifts,1,"SEPHIX Bath Toys for Toddlers 1-3, Cute Swimming Turtle Bath Toys for 1 2 Year Old Boy Girl Gifts, Water Pool Toys for Baby Toddler Toys Age 1-4, Wind-up Infant Bathtub Toys, 3 Pack",7.99,9.99,,4.6,,3000,False,,,False,False,,https://www.amazon.com/dp/B086C12NTG
amazon,B098NCLFGD,baby christmas gifts,1,"Toddlers Montessori Wooden Educational Toys for Boys Girls Age 1-3 Year Old | Shape Sorting Toys 1st One First Birthday Girl Gifts for Baby Kids 1 2 3, Wood Preschool Learning Fine Motor Skills Game",19.11,22.49,,4.6,44,6000,False,,,False,False,,https://www.amazon.com/dp/B098NCLFGD
amazon,B0CZP3KG2C,baby christmas gifts,2,"Baby Toys 6-12 Months, Infant Barn Farm Animals Toy, Baby Boy Girl Gifts | Montessori Sensory Toys for 6-12 Month Old Babies, 1 Year Old Boy Girl Gifts, Stuffed Animals, Baby Rattle, Travel Toy",18.98,19.98,,4.7,159,700,False,,,False,False,,https://www.amazon.com/dp/B0CZP3KG2C
amazon,B097B3K46R,baby christmas gifts,2,"LiKee Strong Suction Cup Rotating Toys, Bath & Travel Toy, for Baby 10M+",9.99,,,4.7,,10000,False,,,False,False,,https://www.amazon.com/dp/B097B3K46R
amazon,B0B46BN89X,baby christmas gifts,2,"Learning Toys for 1,2,3 Year Old Toddlers, 20Pcs Farm Animals Toys Montessori Counting, Matching & Sorting Fine Motor Games, Christmas Birthday Easter Gift for Baby Boys Girls Age 12-18 Months",19.99,,,4.8,,5000,False,,,False,False,,https://www.amazon.com/dp/B0B46BN89X
amazon,B0CJCLHSXV,baby christmas gifts,2,Baby Head Protector Backpack for Falling Crawling and Walking Toddler Essentials Harness Infant Koala Toys Helmets Baby Essentials Must Have 0.5-2 Years,9.99,12.99,,4.6,,4000,False,,,False,False,,https://www.amazon.com/dp/B0CJCLHSXV
amazon,B07TXYC6WD,baby christmas gifts,2,"beiens Baby Books Toys, Tummy Time Touch and Feel Sensory Toys for Infant | Crinkle Cloth Book Toy for Baby 0-3-6-12-18 Months, Early Development Stroller Soft Toy, Newborn Shower Gift for Boy Girl",9.99,,,4.7,,4000,False,,,False,False,,https://www.amazon.com/dp/B07TXYC6WD
amazon,B07BPZNM9G,baby christmas gifts,2,LeapFrog Scout and Violet 100 Words Book,19.49,24.99,,4.8,,7000,False,,,False,False,,https://www.amazon.com/dp/B07BPZNM9G
amazon,B0BYNDL3SW,baby christmas gifts,2,"Toddlers Montessori Wooden Educational Toys for Boys Girls Age 1-3 Year Old | Shape Sorting Toys 1st One First Birthday Girl Gifts for Baby Kids 1 2 3, Wood Preschool Learning Fine Motor Skills Game",19.11,22.49,,4.6,,6000,False,,,False,False,,https://www.amazon.com/dp/B0BYNDL3SW
amazon,B0BC4J9SDF,baby christmas gifts,2,"Hudson Baby Unisex Baby Cotton Bib and Sock Set, Christmas Scene, One Size",10.99,12.99,,4.8,,,False,,,False,False,,https://www.amazon.com/dp/B0BC4J9SDF
amazon,B00K89KFX0,baby christmas gifts,2,"VTech Chomp and Count Dino, Green",19.97,,,4.8,,5000,False,,,False,False,,https://www.amazon.com/dp/B00K89KFX0
amazon,B0F191R1NW,baby christmas gifts,2,"Dancing Giraffe Toy Stuffed Animal Talking Giraffe Baby Toys | Singing Song Toddlers Toy Repeats What You Say, Glowing Musical Toy for Toddlers Baby, Birthday Gift Groovy Giraffe Toy",11.39,,,4.4,359,900,False,,,False,False,,https://www.amazon.com/dp/B0F191R1NW
amazon,B0CR3FQ58C,baby christmas gifts,2,"Lapare Audible Educational Toy with Music for Toddlers Age 1 2 3 4 5, 252 Sight Words Flash Cards Kindergarten Toy for Girls to Learn Alphabet Number Color Shapes and More",21.99,,,4.4,793,1000,False,,,False,False,,https://www.amazon.com/dp/B0CR3FQ58C
amazon,B0C6DLN75N,baby christmas gifts,2,"ChooKaChoo 2 Pack Baby Teething Toy Silicone Teething Mitten for Babies Over 3 Months Anti Dropping Wrist Hand Teethers Baby Chew Toys for Sucking Needs, BPA Free",9.99,,,4.8,,8000,False,,,False,False,,https://www.amazon.com/dp/B0C6DLN75N
amazon,B09BJW2GQN,baby christmas gifts,2,Tummy Time Baby Mirror Infant Toys Newborn 0 3 Months Brain Development with Crinkle Cloth Book Teether Black and White High Contrast Baby Toys 2 4 5 0-6 Month Boys Girls Sensory Activity Shower Gifts,17.99,19.99,,4.7,,4000,False,,,False,False,,https://www.amazon.com/dp/B09BJW2GQN
amazon,B0F62MWKGD,baby christmas gifts,2,"Baby Rattles & Teethers Set, Baby Toys 0-6 Months, Teething Toys 3-6 Months | Sensory Toys with Soft Textures, Gentle Sounds & Easy-Grip Shape, Neutral Newborn Gift（10-Pack）",20.43,,,4.8,793,3000,False,,,False,False,,https://www.amazon.com/dp/B0F62MWKGD
amazon,B08SZD1XXG,baby christmas gifts,2,"Itzy Ritzy Lovey Including Teether, Teething Relief, 0 Months & Up (Sloth) | Baby Lovey With Soft Sherpa, Plush Minky, Silicone Teether, Crinkle Sounds, Textured Ribbons, and Interactive Dangle Arms",14.99,,,4.9,,900,False,,,False,False,,https://www.amazon.com/dp/B08SZD1XXG
amazon,B09993HV2T,baby christmas gifts,2,"Kids Play Tunnel Tent for Toddlers, Colorful Pop Up Crawl Tunnel Toy for Baby or Pet with Breathable Mesh, Collapsible Gift for Boy and Girl Play Tunnel Indoor and Outdoor Game",21.65,,,4.8,,2000,False,,,False,False,,https://www.amazon.com/dp/B09993HV2T
amazon,B0DM28VZ9D,baby christmas gifts,2,"Spiral Car Seat Baby Toys 0-6 Months, Infant Carseat High Contrast Sensory Toys Hanging Stroller Accessories, Newborn Shower Gifts for Baby Boys Essentials Stuff, Cute Black and White Cow",15.99,19.99,,4.5,,5000,False,,,False,False,,https://www.amazon.com/dp/B0DM28VZ9D
amazon,B0DPLBNZNG,baby christmas gifts,2,"Luna Bean Baby Casting Kit - Hand & Foot Keepsake Mold, 2pc, New Mom Gift | The original baby casting kit - captures newborn hand & foot forever. Non-toxic, safe, easy - perfect new mom gift",22.99,29.99,,4.2,984,3000,False,,,False,False,,https://www.amazon.com/dp/B0DPLBNZNG
amazon,B0CCS95CHF,baby christmas gifts,2,"Baby Montessori Sensory Toys for 0-6 6-12 Months, Baby Teether Teething Toys for Babies 0 3 6 9 12 18 Months, Newborn Infant Learning Developmental Toys Gifts for 1 2 Year Old Boys Girls | 12 Textured Silicone Teething Ball, BPA Free, Easy to Hold, Infant Developmental Toys for 3 6 9 12 Months, Newborn Gifts",12.99,,,4.7,,2000,False,,,False,False,,https://www.amazon.com/dp/B0CCS95CHF
amazon,B0DB454GQM,baby christmas gifts,2,"Youuys Baby Tissue Box Toy for Babies 6-12 Months, Montessori Sensory Toys for 1 Year Old Boy, Infant Toy with Crinkle Tissues & Fine Motor, for 6 9 12 18 Months Old Kids 1st Birthday",16.99,,,4.5,770,5000,False,,,False,False,,https://www.amazon.com/dp/B0DB454GQM
amazon,B01AC7SF7K,baby christmas gifts,2,"GUND Baby Flappy Elephant 12-Inch Interactive Animated Musical Baby Toy | Talking Elephant with Movements, Musical Toy Teaches Cause-and-Effect and Sings, Promotes Self-Soothing and Tactile Play",27.99,42.99,,4.8,,1000,False,,,False,False,,https://www.amazon.com/dp/B01AC7SF7K
amazon,B0CBVQ5BRT,baby christmas gifts,2,"Cerberus Silicone Baby Teether, Montessori Sensory Toys, 0-12 Months, Pink & Multicolor, Teething Toys for Babies",5.99,7.99,,4.7,688,400,False,,,False,False,,https://www.amazon.com/dp/B0CBVQ5BRT
amazon,B0BN7TD9T9,baby christmas gifts,2,"ANGGIKO Baby Bath Toys Light Up Pool Water Toy for Toddlers Babies 1-3 Gift | Bath Toys for Kids Ages 1-3, Whale Bath Toy Sprinkler Baby 6-12-18 Months Bathtub Fountain Birthday 1 Year Old Boy Girl Gifts",13.99,,,4.4,,900,False,,,False,False,,https://www.amazon.com/dp/B0BN7TD9T9
amazon,B0CZNY9QK6,baby christmas gifts,2,CÉLLOT 5Pcs Baby Flower Headbands Baby Girl Soft Nylon Headband for Newborn | Floral Nylon Hairbands | Hair Accessories for Infant Toddler Kids | Gifts for Babies,7.99,,,4.8,,5000,False,,,False,False,,https://www.amazon.com/dp/B0CZNY9QK6
amazon,B0FSQRGMJJ,baby christmas gifts,2,"Christmas Baby Play Gym Mat, Softer Tummy Time Mat | 6 Detachable Toys,Sensory & Motor Skill Development,Activity Mat for Newborn Essentials Shower Gift,Oeko-TEX Certified",29.99,,,4.3,9,,False,,,False,False,,https://www.amazon.com/dp/B0FSQRGMJJ
amazon,B0CFZTK174,baby christmas gifts,2,"SOCBTNSO Montessori Busy Cube Travel Toy for Toddlers | Learning Fine Motor Skills, 1st Birthday Gifts for 1 Year Old Boy, 6 9 12 Months Baby",9.99,,,4.7,,5000,False,,,False,False,,https://www.amazon.com/dp/B0CFZTK174
amazon,B0CR3WX374,baby christmas gifts,2,"ALASOU Pop Suction Cup Spinner Airplane Travel Toys for 1 Year Old Boy Girl | Novelty Spinning Tops Infant 12 18 Months,1 2 Year Old Boy Birthday Gift for Toddlers ,Sensory Baby Bath Toy Kids Ages 1-3",9.99,12.99,,4.6,,7000,False,,,False,False,,https://www.amazon.com/dp/B0CR3WX374
amazon,B089GHT8FQ,baby christmas gifts,2,"TOP BRIGHT Toddler Toys for 2 Year Old Boy, Wooden Car Ramp Race Track Set | Car Toys for Toddlers 1-3 with Cars and a Garage, Montessori Toys for 12 Year Old Boy Girl,Birthday Gift for Age 18+ Month",22.99,,,4.6,,2000,False,,,False,False,,https://www.amazon.com/dp/B089GHT8FQ
amazon,B0CDB7F7W3,baby christmas gifts,2,Baby Toys for 1 Year Old: 2 in 1 Baby Musical Mat Toddler Toys Age 1-2 | Piano Drum Babies Play Mat - Infant Music Toy 12-18 Months Babies Birthday Valentines Gifts for 1 2 3 Year Old Boys Girls,22.99,,,4.5,,2000,False,,,False,False,,https://www.amazon.com/dp/B0CDB7F7W3
amazon,B0DT9QRY7P,baby christmas gifts,2,"Infinno Soft Baby Teething Toy with Rattle, BPA Free Silicone, 0-12 Months | Montessori sensory teether, multi textured surfaces soothe sore gums, easy hold shapes, boys and girls gift",9.99,12.98,,4.8,,5000,False,,,False,False,,https://www.amazon.com/dp/B0DT9QRY7P
amazon,B077H5G2Q3,baby christmas gifts,2,"Fisher-Price Baby’s First Blocks & Rock-a-Stack Toy Set | Bucket of 10 Shapes, Ring Stacking Activity, For Infants & Toddlers Ages 6+ Months (Amazon Exclusive)",17.62,,,4.8,,4000,False,,,False,False,,https://www.amazon.com/dp/B077H5G2Q3
amazon,B0C27C351V,baby christmas gifts,2,"ROBBEAR Baby Teething Toys, Food Grade Silicone Teether for Babies 3 6 12 18 Months, TV Remote Shape Toddlers Chew Toys, Freezer BPA Free (Pink RC)",5.99,,,4.8,,6000,False,,,False,False,,https://www.amazon.com/dp/B0C27C351V
amazon,B08DFNC4JW,baby christmas gifts,2,Yookidoo Baby Bath Shower Head - Elephant Water Pump and Trunk Spout Sprayer - One Handed Flow Control for Newborn Babies in Tub Or Sink (Turquoise),24.97,,,4.3,,3000,False,,,False,False,,https://www.amazon.com/dp/B08DFNC4JW
amazon,B0DH58TN9F,baby christmas gifts,2,"TWORIVER Adjustable Volume Dancing Talking Cactus Toy for Kid, Boys Girls Gifts Singing Mimicking Recording Repeating What You Say Kids Toys with 120 English Songs",25.99,,,4.5,634,2000,False,,,False,False,,https://www.amazon.com/dp/B0DH58TN9F
amazon,B0B157MM2M,baby christmas gifts,2,"TYRY.HU Baby Teething Toys for Babies 0-6 Months 6-12 Months, BPA Free Silicone Baby Molar Teether Chew Toys, Hammer Wrench Spanner Pliers for Boys Girls, Soft-Textured, Easy to Hold & Clean, 4 Packs",9.99,,,4.8,,3000,False,,,False,False,,https://www.amazon.com/dp/B0B157MM2M
amazon,B00LUXCELO,baby christmas gifts,2,"KIDS PREFERRED Rudolph The Red-Nosed Reindeer On The Go Teether Developmental Activity Toy, 12 inches , Brown",15.82,18.99,,4.7,,,False,,,False,False,,https://www.amazon.com/dp/B00LUXCELO
amazon,B07SRSJZSL,baby christmas gifts,2,"Sensory Balls for Baby Sensory Baby Toys 6 to 12 Months for Toddlers 1-3, Bright Color Textured Multi Soft Ball Gift Sets, Montessori Toys for Babies 6-12 Months Infant Toys (6 Pack)",15.99,,,4.8,,2000,False,,,False,False,,https://www.amazon.com/dp/B07SRSJZSL
amazon,B074ZDNJBD,baby christmas gifts,2,"Fisher-Price Laugh & Learn Smart Stages Puppy Walker | Baby Toy, Educational Music, Lights & Hands-On Activities, Infants Ages 6+ Months",29.97,,,4.7,,2000,False,,,False,False,,https://www.amazon.com/dp/B074ZDNJBD
amazon,B0BZXNZZ67,baby christmas gifts,2,SLOOSH Spill-Proof Bubble Lawn Mower Toddler Toys Bubble Machine | Pretend Gardening Play Toy for Age 1 2 3 1-3 Year Old Baby Boys Girls for Indoor Outdoor Use Birthday Gifts (Blue),25.99,,,4.4,,2000,False,,,False,False,,https://www.amazon.com/dp/B0BZXNZZ67
