site,ok,status,title,brand_or_shop,price,currency,original_price,discount_percent,rating,review_count,is_bestseller,favorites,materials,dimensions,ships_from,availability,is_ad,free_shipping,source,url,image_url
etsy,,,"Beeswax Taper Candles Pure Beeswax Candles, White Taper Candles, Spring Decor, Easter Table Candles, Natural Candles, Handmade in USA",,18.0,USD,,,,976,False,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/931755582/natural-white-beeswax-taper-candles-hand,https://i.etsystatic.com/12826258/r/il/e0c82f/7776941178/il_340x270.7776941178_6bws.jpg
etsy,,,"Hand Forged Iron Wall Sconce Set of 2, Minimalist Black Metal Candle Holder",,60.0,USD,,,,81,False,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/4511855643/hand-forged-iron-wall-sconce-set-of-2,https://i.etsystatic.com/63893742/r/il/277d0d/8065430382/il_340x270.8065430382_brzn.jpg
etsy,,,4oz or 9oz Smells Like Italy Candle \| Tuscany Candle \| Sage & Cypress Scent \| Gift for Travel Lovers and Globetrotters \| Gift Under 25 USD,,24.99,USD,,,,13,False,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/1662999273/4oz-or-9oz-smells-like-italy-candle,https://i.etsystatic.com/44979204/r/il/1069d0/5694945162/il_340x270.5694945162_i5f4.jpg
etsy,,,"Vintage 4 Pillar Candle Centerpiece, Black Arc Fireplace Candelabra Seasonal Stylizing",,95.95,USD,,,,4127,True,,,,,,False,True,candles-and-holders,https://www.etsy.com/listing/4554236762/vintage-4-pillar-candle-centerpiece,https://i.etsystatic.com/13285936/r/il/f595d5/8389419578/il_340x270.8389419578_alh5.jpg
etsy,,,Pure Beeswax Pillars \| 100% Pure Natural Handcrafted Candles \| Home Decor \| Altar Candles \| Gift \| Spring \| Easter \| Mother's Day,,13.0,USD,,,,322,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/1322613043/pure-beeswax-pillars-beeswax-pillar,https://i.etsystatic.com/37521008/c/2000/1589/0/324/il/8590af/4841848822/il_340x270.4841848822_kisg.jpg
etsy,,,"Spiral Beeswax Taper Candles: Set of 2, unscented",,14.0,USD,,,,677,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/1418354579/spiral-beeswax-taper-candles-set-of-2,https://i.etsystatic.com/19635643/r/il/844aca/5718989073/il_340x270.5718989073_cxfu.jpg
etsy,,,Dirty Martini Candle: Gel Wax with Beeswax Olive \| 8 oz \| USA \| 1 ct,,29.7,USD,33.0,10.0,,109,False,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/4298445349/dirty-martini-candle-gel-wax-with,https://i.etsystatic.com/46768599/r/il/602947/7770505601/il_340x270.7770505601_kcuw.jpg
etsy,,,Vintage Silver Toned Kneeling Angel Candlestick Holder \| Christmas Taper Candle Holder \| Angel Decor \| Christmas Mantel Decor,,26.0,USD,,,,430,False,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/4553005817/vintage-silver-toned-kneeling-angel,https://i.etsystatic.com/11557549/c/1142/1142/110/272/il/45dc80/8361721152/il_340x270.8361721152_pqw9.jpg
etsy,,,Lantern Soho Round with leather handle made of rattan and bamboo handmade in two sizes,,108.78,USD,,,,30,False,,,,,,True,False,candles-and-holders,https://www.etsy.com/listing/4401673101/lantern-soho-round-with-leather-handle,https://i.etsystatic.com/56869022/r/il/58f29e/8395635649/il_340x270.8395635649_2svl.jpg
etsy,,,"Reclaimed Wood Mason Jar Candle Holder, Rustic Wall Sconce",,25.42,USD,31.0,18.0,,5635,True,,,,,,True,False,candles-and-holders,https://www.etsy.com/listing/841438546/rustic-candle-holder-rustic-decor-rustic,https://i.etsystatic.com/8802226/c/1311/1041/0/360/il/895d23/765423353/il_340x270.765423353_jaev.jpg
etsy,,,"Large Veiled Lady Candle – Soy Wax Sculpture, Elegant Bust Candle, Mystical Home Decor, Artistic Gift for Her, Statement Ornament",,28.0,USD,,,,3876,True,,,,,,True,False,candles-and-holders,https://www.etsy.com/listing/4352735307/large-veiled-lady-candle-soy-wax,https://i.etsystatic.com/35558980/r/il/9aa3b4/8113198174/il_340x270.8113198174_cck7.jpg
etsy,,,Custom Birthdate Candle - Zodiac Gift for him - Personalized Astrology Candle - Star Sign Candle Gift - Constellation Gifts for men & women,,9.74,USD,12.99,25.0,,1950,True,,,,,,True,False,candles-and-holders,https://www.etsy.com/listing/1527841240/custom-birthdate-candle-zodiac-gift-for,https://i.etsystatic.com/36945127/r/il/2255af/8407664144/il_340x270.8407664144_nkb5.jpg
etsy,,,"Beeswax Taper Candles Pure Beeswax Candles, Navy Blue Taper Candles, Spring Decor, Easter Table Candles, Natural Candles, Handmade in USA",,18.0,USD,,,,976,False,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/1546033365/midnight-blue-beeswax-taper-candles-hand,https://i.etsystatic.com/12826258/c/1980/1980/9/383/il/b0ad42/6981435282/il_340x270.6981435282_pe0p.jpg
etsy,,,Money Candle with Dragon's Blood and Cinnamon,,25.0,USD,,,,3475,True,,,,,,False,True,candles-and-holders,https://www.etsy.com/listing/484403507/money-candle-free-shipping-youre-already,https://i.etsystatic.com/10285017/r/il/a5ae7a/4227251132/il_340x270.4227251132_qy72.jpg
etsy,,,Strawberry Leather Scented Room & Car Air Freshener Fine Mist Spray by Rustic Charm,,16.95,USD,,,,2060,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/571573576/strawberry-leather-scented-room-car-air,https://i.etsystatic.com/5689305/r/il/fba182/2028945640/il_340x270.2028945640_gl93.jpg
etsy,,,Simmer Pot kit – Intention Simmer Pot Kit with Crystal – Stovetop Potpourri – Spiritual Simmering Pot gifts – Crescent Moon Charm–Home Aroma,,9.0,USD,,,,1030,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/4376836579/simmer-pot-kit-intention-simmer-pot-kit,https://i.etsystatic.com/5559620/c/2500/2500/0/0/il/1e0b3f/7234539336/il_340x270.7234539336_a2q2.jpg
etsy,,,Judaica Shabbat Candles - 4-Pack,,24.0,USD,,,,664,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/889224238/judaica-shabbat-candles-4-pack,https://i.etsystatic.com/25724549/r/il/567c9d/5676235607/il_340x270.5676235607_svcj.jpg
etsy,,,"Gothic Drip Tealight Holder Set: Flameless LED Candles, Eerie Decor",,19.99,USD,,,,220,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/4345780671/gothic-drip-tealight-holder-set,https://i.etsystatic.com/57075043/r/il/a26f66/7124965383/il_340x270.7124965383_taoe.jpg
etsy,,,"Freeze-Dried Citrus Slices \| Lemon, Lime, Orange Trio (Potpourri, Garnish, Craft)",,10.95,USD,,,,12,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/4457710820/freeze-dried-citrus-slices-lemon-lime,https://i.etsystatic.com/63172111/r/il/f64124/7918593801/il_340x270.7918593801_6wkz.jpg
etsy,,,Nurse Gift Only Bad B\*tches Are Nurses Candle Funny Unique Handmade Personalized Graduate Holiday Friend Medical Worker Hospital F079,,8.95,USD,17.9,50.0,,12092,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/1677755057/nurse-gift-only-bad-btches-are-nurses,https://i.etsystatic.com/32386840/r/il/d58fea/8384710436/il_340x270.8384710436_73jp.jpg
etsy,,,Beeswax Candles - 12 Inch Tall Tapers - Handmade in USA - One Pair,,19.5,USD,,,,3820,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/211997304/beeswax-candles-12-inch-tall-tapers,https://i.etsystatic.com/9168261/r/il/ce7254/673344308/il_340x270.673344308_m8e1.jpg
etsy,,,"Scrolls Fireplace Candelabra for Votives, Pillars, Wax or LED Candles",,120.0,USD,,,,9391,True,,,,,,False,True,candles-and-holders,https://www.etsy.com/listing/1615378392/scrolls-fireplace-candelabra-for-votives,https://i.etsystatic.com/13594764/r/il/8ddca0/7793900788/il_340x270.7793900788_i3br.jpg
etsy,,,Rare 1950s Hull Pottery Chambersticks Pastel Pink Blue Green Mid Century Candle Holders Majolica Inspired,,65.0,USD,,,,317,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/4558367909/rare-1950s-hull-pottery-chambersticks,https://i.etsystatic.com/40686693/r/il/8642b0/8448480825/il_340x270.8448480825_tg5o.jpg
etsy,,,"Personalized Soy Candle: Scented Gift, Amber Jar, 8 oz",,13.65,USD,21.0,35.0,,29118,True,,,,,,False,False,candles-and-holders,https://www.etsy.com/listing/1590795482/personalized-soy-candle-scented-gift,https://i.etsystatic.com/20774660/c/999/793/150/103/il/296e37/5477376356/il_340x270.5477376356_2y04.jpg
etsy,,,Oversized Gold Baroque Mirror 26.8” x 66.1” / 68x167cm Luxury Full Length Statement Mirror for Elegant Interiors,,759.5,USD,1550.0,51.0,,27,True,,,,,,True,True,mirrors,https://www.etsy.com/listing/4505855418/oversized-gold-baroque-mirror-luxury,https://i.etsystatic.com/61528285/r/il/019a36/8388227537/il_340x270.8388227537_nr13.jpg
etsy,,,"Walnut Asymmetical Mirror, Walnut Irregular Mirror, Irregular Wooden Mirror, Asymmetrical Entryway Mirror, Wooden Framed Asymmetrical Mirror",,138.6,USD,198.0,30.0,,190,False,,,,,,True,True,mirrors,https://www.etsy.com/listing/4402895309/walnut-asymmetical-mirror-walnut,https://i.etsystatic.com/58822110/c/901/901/45/45/il/b5be9a/7383547372/il_340x270.7383547372_2io7.jpg
etsy,,,Asymmetrical Walnut Full Length Mirror: Mid-Century Modern Rustic Decor,,126.0,USD,210.0,40.0,,181,True,,,,,,True,True,mirrors,https://www.etsy.com/listing/4332440095/asymmetrical-walnut-full-length-mirror,https://i.etsystatic.com/60384191/r/il/73409f/8273512397/il_340x270.8273512397_jndb.jpg
etsy,,,Handcrafted Turkish Tile Full Length Mirror – Bohemian Wall Decor,,932.4,USD,,,,207,False,,,,,,True,True,mirrors,https://www.etsy.com/listing/1676063805/turkish-handcrafted-tile-stone-full,https://i.etsystatic.com/49372320/r/il/ba57ff/6778202821/il_340x270.6778202821_5uf4.jpg
etsy,,,"Asymmetrical Mirror, Irregular Mirror, Mirror Wall Decor on Tempered Glass, Entryway Hallway Mirror, Mirror for Bathroom, Luxury Home Decor",,190.8,USD,318.0,40.0,,884,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1505156590/asymmetrical-mirror-irregular-mirror,https://i.etsystatic.com/40749639/c/2000/1589/0/0/il/b5faee/5071429946/il_340x270.5071429946_fvrb.jpg
etsy,,,"Italian Mirror, Butterfly Mirror, Vanity Mirror, Aesthetic Wall Mirror, Italian Decor Mirror, Wavy Mirror - Timeless Design for Luxury Homes",,114.0,USD,190.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1394873603/italian-mirror-butterfly-mirror-vanity,https://i.etsystatic.com/40235660/c/3000/2384/0/76/il/508631/5741459167/il_340x270.5741459167_bxbl.jpg
etsy,,,"Asymmetrical Mirror, Irregular Mirror, Mirror Wall Decor, Abstract Mirror, Elegant Mirror for Chic Homes, A Statement Piece for Any Decor",,66.0,USD,110.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1391045275/asymmetrical-mirror-irregular-mirror,https://i.etsystatic.com/40235660/c/2803/2228/95/83/il/9bdb60/5159091119/il_340x270.5159091119_stht.jpg
etsy,,,"Handmade American Walnut Round Mirror, Elegant Wood Frame",,75.6,USD,168.0,55.0,,224,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1571530948/handmade-american-walnut-round-mirror,https://i.etsystatic.com/46782413/r/il/28c845/6168964812/il_340x270.6168964812_msec.jpg
etsy,,,"Nursery Room Mirror, Wavy Mirror, Cloud Mirror, Funky Mirror, Asymmetrical Mirror, Irregular Mirror - Ideal Mirror to Be Out of Ordinary",,103.2,USD,172.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1429241474/wavy-mirror-cloud-mirror-funky-mirror,https://i.etsystatic.com/40235660/r/il/3ac559/6422558198/il_340x270.6422558198_bpbm.jpg
etsy,,,"Scalloped Rectangle Mirror, Elegant Wall Mirror, Scallop Corners Mirror, Cut Corner Mirror, Dropzone Mirror, Scalloped Edge Mirror by Asmiro",,64.8,USD,108.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1571977321/scalloped-rectangle-mirror-elegant-wall,https://i.etsystatic.com/40235660/c/1940/1940/360/28/il/2faf20/6413198363/il_340x270.6413198363_bsfc.jpg
etsy,,,"Pebble Asymmetrical Wall Mirror – Magenta Wood Frame, Modern Organic Decor for Kids Rooms, Playful Interiors & Colorful Homes",,57.5,USD,115.0,50.0,,98,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/4364669593/pebble-asymmetrical-wall-mirror-magenta,https://i.etsystatic.com/49387545/c/615/615/203/65/il/613a6a/7537526425/il_340x270.7537526425_j082.jpg
etsy,,,"34x24"" \| Vanity Makeup Mirror \| Brass Desktop \| Gold Decorative \| Tabletop Desk \| Scandinavian \| Portable Bedroom \| Bohemian Modern",,239.5,USD,,,,1223,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1875444357/34x24-vanity-makeup-mirror-brass-desktop,https://i.etsystatic.com/18462880/r/il/3bf49e/6650149856/il_340x270.6650149856_f0uk.jpg
etsy,,,"Asymmetrical Mirror,Large Mirror, Home Decor, Asymmetrical Wall Mirror, Wood Frame Bathroom, Aesthetic Design, Irregular Custom Design",,43.68,USD,109.2,60.0,,118,False,,,,,,False,True,mirrors,https://www.etsy.com/listing/1680934569/asymmetrical-mirrorlarge-mirror-home,https://i.etsystatic.com/50464652/c/1369/1369/299/130/il/e4300c/7807897205/il_340x270.7807897205_5h6p.jpg
etsy,,,"Round Mirror, Minimalist Mirror, Circle Mirror, Round Wall Mirror, Shiplap Mirror, Circular Mirror - Shine Bright with Asmiro Round Mirror",,66.0,USD,110.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1401576579/round-mirror-minimalist-mirror-circle,https://i.etsystatic.com/40235660/c/2047/1627/306/26/il/f45ab6/5658557849/il_340x270.5658557849_hps2.jpg
etsy,,,"Arched Mirror, Half Oval Mirror, Arch Shape Mirror - Decorative Wall Mirrors for Aesthetic Room Decor - Available in Sizes and Frame Colors",,123.6,USD,206.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1397579651/arched-mirror-half-oval-mirror-arch,https://i.etsystatic.com/40235660/c/1401/1401/441/0/il/d5ec06/7386419137/il_340x270.7386419137_de55.jpg
etsy,,,Bird Oval Pearl Wall Mirror / Handmade Resin Frame / 21x26 inches,,217.49,USD,289.99,25.0,,862,False,,,,,,False,False,mirrors,https://www.etsy.com/listing/1188980217/bird-oval-pearl-wall-mirror-handmade,https://i.etsystatic.com/21222775/r/il/c29953/3707417576/il_340x270.3707417576_foig.jpg
etsy,,,Custom Rectangular Version of This Mirror 48 x 72 (rectangle),,4310.0,USD,,,,186,False,,,,,,True,True,mirrors,https://www.etsy.com/listing/1776756165/custom-rectangular-version-of-this,https://i.etsystatic.com/7875559/c/3000/2382/0/63/il/984a27/1316258163/il_340x270.1316258163_nw0q.jpg
etsy,,,"Handmade Walnut Wood Framed Mirror, Asymmetric Organic Mirror.",,84.5,USD,169.0,50.0,,1412,True,,,,,,True,True,mirrors,https://www.etsy.com/listing/1783366173/handmade-walnut-wood-framed-mirror,https://i.etsystatic.com/28417336/r/il/55fceb/7408596716/il_340x270.7408596716_cpm7.jpg
etsy,,,"ARHome Floor Mirror, 180 x 78, Ivory, Made in Italy",,271.22,USD,,,,293,True,,,,,,True,False,mirrors,https://www.etsy.com/listing/1013851899/arhome-floor-mirror-180-x-78-ivory-made,https://i.etsystatic.com/28552804/r/il/e29b80/3062267776/il_340x270.3062267776_rbte.jpg
etsy,,,Round Oak Wood Frame Mirror – Modern Minimalist Wall Decor,,265.0,USD,530.0,50.0,,969,True,,,,,,True,True,mirrors,https://www.etsy.com/listing/4512074007/round-oak-wood-frame-mirror-modern,https://i.etsystatic.com/22697421/c/746/746/277/168/il/073ffd/8114956985/il_340x270.8114956985_ryve.jpg
etsy,,,"24x12"" Vanity Makeup Mirror Brass Desktop Tabletop Desk Gold Decorative Scandinavian Portable Bedroom Bohemian Modern Decor Christmas Gift",,69.5,USD,,,,1223,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1189601633/24x12-vanity-makeup-mirror-brass-desktop,https://i.etsystatic.com/18462880/r/il/4f5bfc/6733497593/il_340x270.6733497593_c072.jpg
etsy,,,"Vanity Makeup Mirror Brass Desktop Tabletop Desk Gold Decorative Scandinavian Portable Bedroom Bohemian Modern 24x12""",,69.5,USD,,,,1223,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1562674127/vanity-makeup-mirror-brass-desktop,https://i.etsystatic.com/18462880/r/il/3dcae8/6733506297/il_340x270.6733506297_jxtd.jpg
etsy,,,Handcrafted Round Oak Wall Mirror: Modern Solid Wood Frame,,80.0,USD,100.0,20.0,,424,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1436558153/handcrafted-round-oak-wall-mirror-modern,https://i.etsystatic.com/25031668/r/il/534171/4712357062/il_340x270.4712357062_8kj2.jpg
etsy,,,"24x12"" Wall-Mounted Desktop Vanity Makeup Mirror Brass Gold Decorative Scandinavian Portable Bedroom Bohemian Modern Decor Christmas Gift",,119.5,USD,,,,1223,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1758277059/24x12-wall-mounted-desktop-vanity-makeup,https://i.etsystatic.com/18462880/r/il/675248/6157214479/il_340x270.6157214479_jlsv.jpg
etsy,,,Modern wall mirror - Mirror wall decor - Round mirror - Bathroom mirror - Oak Wood frame mirror - Living room mirror - Large wall mirror,,240.0,USD,480.0,50.0,,199,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1513553143/modern-wall-mirror-mirror-wall-decor,https://i.etsystatic.com/26365825/c/2341/1861/340/230/il/8cdd7b/5045524244/il_340x270.5045524244_96qi.jpg
etsy,,,Large Farmhouse Mirror With Shelf - 100% Reclaimed Wood Rustic Wall Decor \| Mirror size 16x20 two colors available by BarnwoodUSA,,99.99,USD,,,,7340,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/619496381/large-farmhouse-mirror-with-shelf-100,https://i.etsystatic.com/11478835/c/2318/1840/0/876/il/9d2dd0/1571472321/il_340x270.1571472321_ghkr.jpg
etsy,,,Scalloped Mirror \| Elegant Wave-Edged Wall Mirror \| Art Deco Inspired Luxury \| Modern Mirror Wall Decor \| Versatile Home Accessory by Asmiro,,85.2,USD,142.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1404873026/scalloped-mirror-elegant-wave-edged-wall,https://i.etsystatic.com/40235660/c/1418/1418/672/113/il/fea9f2/6320383561/il_340x270.6320383561_c4tm.jpg
etsy,,,Modern wall mirror - Minimalist Mirror wall - Entry way round mirror - Oak wood frame mirror - Living room mirror - Large wall mirror,,235.0,USD,470.0,50.0,,969,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1857567774/modern-wall-mirror-minimalist-mirror,https://i.etsystatic.com/22697421/c/1714/1714/661/130/il/8b310a/6843516343/il_340x270.6843516343_hkzt.jpg
etsy,,,Minimalist wall mirror - Mirror wall decor - Modern Round mirror - Oak Wood frame mirror - Living room mirror - Large wall mirror,,235.0,USD,470.0,50.0,,969,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1856097210/minimalist-wall-mirror-mirror-wall-decor,https://i.etsystatic.com/22697421/r/il/b66a95/6672606533/il_340x270.6672606533_nr0h.jpg
etsy,,,Unique Walnut Wall Mirror with Brass & Resin Inlay – Luxury Handmade Moroccan Statement Wall Decor,,165.9,USD,237.0,30.0,,107,False,,,,,,False,True,mirrors,https://www.etsy.com/listing/1661276537/arched-walnut-wall-mirror-with-brass,https://i.etsystatic.com/34237790/r/il/05db2e/8337182353/il_340x270.8337182353_okrw.jpg
etsy,,,"Arched Moroccan Mirror, Marrakesh Mirror, Arched Mirror, Oriental Mirror - Add an Accent Charm to Any Room with Marrakesh Inspired Design",,95.4,USD,159.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1382576164/arched-moroccan-mirror-marrakesh-mirror,https://i.etsystatic.com/40235660/c/1879/1493/0/176/il/1fee81/6000271631/il_340x270.6000271631_a5ij.jpg
etsy,,,"32x20"" Vanity Makeup Mirror Brass Desktop Tabletop Desk Gold Decorative Scandinavian Portable Bedroom Bohemian Modern Decor Christmas Gift",,149.5,USD,,,,1223,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1556884850/32x20-vanity-makeup-mirror-brass-desktop,https://i.etsystatic.com/18462880/r/il/a6c9c2/5360458701/il_340x270.5360458701_247y.jpg
etsy,,,"Floral & Geometric Wooden Mirror - Artisan Crafted Wall Decor for Living Room or Hallway - Mas Moss 24x56""",,384.99,USD,549.99,30.0,,7,False,,,,,,True,True,mirrors,https://www.etsy.com/listing/4352272420/floral-geometric-wooden-mirror-artisan,https://i.etsystatic.com/60814685/r/il/20ee88/7157619139/il_340x270.7157619139_c37h.jpg
etsy,,,Vintage French Louis XV Arched Rectangle Rococo Floor Mirror- (Read description),,2650.0,USD,,,,20,False,,,,,,True,True,mirrors,https://www.etsy.com/listing/4557696933/vintage-french-louis-xv-arched-rectangle,https://i.etsystatic.com/46559563/r/il/25507b/8443814877/il_340x270.8443814877_lcs7.jpg
etsy,,,"Handcrafted Walnut Wood Round Mirror, Modern Home Decor",,75.6,USD,168.0,55.0,,224,True,,,,,,True,True,mirrors,https://www.etsy.com/listing/1563960858/handcrafted-walnut-wood-round-mirror,https://i.etsystatic.com/46782413/r/il/fb09fe/5347868516/il_340x270.5347868516_lok3.jpg
etsy,,,Gold Baroque Floor Mirror,,168.75,USD,225.0,25.0,,,False,,,,,,True,False,mirrors,https://www.etsy.com/listing/4541396565/gold-baroque-floor-mirror,https://i.etsystatic.com/67043527/c/2401/3000/0/0/il/92d671/8283649240/il_340x270.8283649240_43n8.jpg
etsy,,,"36x24"" \| Vanity Makeup Mirror \| Silver Desktop \| Decorative \| Tabletop Desk \| Scandinavian \| Portable Bedroom \| Bohemian Modern",,239.5,USD,,,,1223,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1885629191/36x24-vanity-makeup-mirror-silver,https://i.etsystatic.com/18462880/r/il/b36f10/6702340328/il_340x270.6702340328_8wx9.jpg
etsy,,,"Colorful Round Mirror \| Rainbow Reflection Mirror, Home Decor, Bathroom Decor, Bedroom, Living Room Decor, Wall Art, Minimalist Mirror \|",,68.0,USD,80.0,15.0,,416,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1523271215/colorful-round-mirror-rainbow-reflection,https://i.etsystatic.com/37190497/r/il/5b389f/5137585849/il_340x270.5137585849_skf9.jpg
etsy,,,"Round Wall Mirror, Circular Asymmetric Mirror, Scalloped Mirror, Glam Mirror for Bathrooms - Round Mirror with Exquisite Asymmetry by Asmiro",,66.0,USD,110.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1520163483/round-wall-mirror-circular-asymmetric,https://i.etsystatic.com/40235660/c/1501/1193/558/333/il/bc0caa/5181742211/il_340x270.5181742211_omvv.jpg
etsy,,,"Black Framed Asymmetrical Mirror, Wall Mirror, Irregular Mirror, Wavy Mirror, Powder Room Mirror - A Statement Piece for Your Home",,66.0,USD,110.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1429005501/black-framed-asymmetrical-mirror-wall,https://i.etsystatic.com/40235660/c/2541/2019/162/0/il/40181f/5110886388/il_340x270.5110886388_6h15.jpg
etsy,,,"24x12"" Vanity Makeup Mirror Anthracite Black Desktop Tabletop Decorative Scandinavian Portable Bedroom Bohemian Modern Decor Christmas Gift",,69.5,USD,,,,1223,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1499402465/24x12-vanity-makeup-mirror-anthracite,https://i.etsystatic.com/18462880/c/1428/1428/30/57/il/d74d63/8382091221/il_340x270.8382091221_droh.jpg
etsy,,,"Graceful Wall Mirror, Aesthetic Vanity Mirror, Mirror Wall Decor, Powder Room Mirror - Elegant Designer Mirror for Stylish Home Decor",,72.6,USD,121.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1437596034/graceful-wall-mirror-aesthetic-vanity,https://i.etsystatic.com/40235660/c/2205/2205/44/448/il/eae00b/7272089350/il_340x270.7272089350_l76o.jpg
etsy,,,"Personalized Bar Mirror – Engraved Beer Mugs Bar Mirror, Custom Name Home Bar Decor, Man Cave Gift",,199.99,USD,249.99,20.0,,36186,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/169226218/personalized-bar-mirror-engraved-beer,https://i.etsystatic.com/6453137/r/il/16570a/7742309460/il_340x270.7742309460_i2f3.jpg
etsy,,,"Red wavy mirror, Funky mirror, Wavy mirror for wall, Waved mirror, Abstract mirror, Pond mirror, Small wall mirror décor, Modern wave mirror",,67.22,USD,89.63,25.0,,730,True,,,,,,False,False,mirrors,https://www.etsy.com/listing/1480990945/red-wavy-mirror-funky-mirror-wavy-mirror,https://i.etsystatic.com/15436351/r/il/490dde/4949799357/il_340x270.4949799357_bb9f.jpg
etsy,,,Asymmetrical Wood Framed Wall Mirror: Mid-Century Modern Decor (30x22 inch),,143.99,USD,159.99,10.0,,1206,False,,,,,,False,True,mirrors,https://www.etsy.com/listing/1147290413/asymmetrical-wood-framed-wall-mirror-mid,https://i.etsystatic.com/26433121/c/3000/2384/0/153/il/52e062/3552556920/il_340x270.3552556920_67ik.jpg
etsy,,,"Crest Shaped Wall Mirror, Italian Shield Mirror, Crest Mirror, Aesthetic Mirror, Mirror Wall Decor - Elegant Vanity Mirror by Asmiro",,98.4,USD,164.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1419085483/crest-shaped-wall-mirror-italian-shield,https://i.etsystatic.com/40235660/c/1825/1450/171/101/il/401307/5772466523/il_340x270.5772466523_luma.jpg
etsy,,,Solid Oak Round Wall Mirror: Modern Minimalist Bathroom Bedroom Mirror,,80.0,USD,100.0,20.0,,424,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1240731349/solid-oak-round-wall-mirror-modern,https://i.etsystatic.com/25031668/r/il/250f59/5838053577/il_340x270.5838053577_5e5i.jpg
etsy,,,Pill Shaped Mirror - Vertical Oval Mirror - Minimalist Wall Mirror - Capsule Mirror - Elegant Oval Mirror - Available in Six Frame Colors,,114.0,USD,190.0,40.0,,2167,True,,,,,,False,True,mirrors,https://www.etsy.com/listing/1404866476/pill-shaped-mirror-vertical-oval-mirror,https://i.etsystatic.com/40235660/r/il/86a9b8/5145825980/il_340x270.5145825980_p70q.jpg
etsy,,,"Live Edge Wall Mirror, Olive Wood Handmade Frame, Natural Finish, Stylish Interior Accent",,156.0,USD,240.0,35.0,,62,False,,,,,,True,True,mirrors,https://www.etsy.com/listing/4443123465/live-edge-wall-mirror-olive-wood,https://i.etsystatic.com/57117998/c/1792/2400/0/0/il/56a559/7614848438/il_340x270.7614848438_tpfo.jpg
etsy,,,Sılver Woodenn Large Mirror 215x80 cm,,159.06,USD,212.08,25.0,,,False,,,,,,True,True,mirrors,https://www.etsy.com/listing/4559257547/slver-woodenn-large-mirror-215x80-cm,https://i.etsystatic.com/67330401/r/il/5bee39/8407117994/il_340x270.8407117994_h317.jpg
etsy,,,Vintage French Gold Mirror: Ornate Gilded Wall Decor,,1450.0,USD,,,,325,True,,,,,,True,True,mirrors,https://www.etsy.com/listing/1664970070/vintage-french-gold-mirror-ornate-gilded,https://i.etsystatic.com/27720925/r/il/2ac7e3/5812645955/il_340x270.5812645955_ocvt.jpg
